model,perc,n_clusters,iter,i,param,val_full,val_acv,loop
1,0.300000,3,1,(Intercept),0.940405965392341,0.7741087457602828,0
1,0.300000,3,1,sigma,0.579786535932813,0.5342100645404652,0
1,0.300000,3,1,Sigma[county:(Intercept),(Intercept)],0.745611628442733,0.8994236279267558,0
1,0.300000,3,2,(Intercept),1.29379752854392,1.3067452998013922,1
1,0.300000,3,2,sigma,0.607363824543467,0.6292033135955444,1
1,0.300000,3,2,Sigma[county:(Intercept),(Intercept)],0.720955230884838,0.7453237604402462,1
1,0.300000,3,3,(Intercept),1.42469661142811,1.4887826025652675,2
1,0.300000,3,3,sigma,0.515644963464061,0.5053622670891404,2
1,0.300000,3,3,Sigma[county:(Intercept),(Intercept)],0.818819553430517,0.8609806769095308,2
1,0.300000,3,4,(Intercept),0.919506394493295,2.587656219476601,3
1,0.300000,3,4,sigma,1.11719837648048,1.074200589415288,3
1,0.300000,3,4,Sigma[county:(Intercept),(Intercept)],0.735261422662958,-4.19881380858954,3
1,0.300000,3,5,(Intercept),0.919506394493295,2.587656219476601,4
1,0.300000,3,5,sigma,1.11719837648048,1.074200589415288,4
1,0.300000,3,5,Sigma[county:(Intercept),(Intercept)],0.735261422662958,-4.19881380858954,4
1,0.300000,3,6,(Intercept),1.02161662966987,0.8279131129749723,5
1,0.300000,3,6,sigma,0.807017609578424,0.7930022169590345,5
1,0.300000,3,6,Sigma[county:(Intercept),(Intercept)],0.690829120777528,1.070433368243184,5
1,0.300000,3,7,(Intercept),1.02161662966987,0.8279131129749723,6
1,0.300000,3,7,sigma,0.807017609578424,0.7930022169590345,6
1,0.300000,3,7,Sigma[county:(Intercept),(Intercept)],0.690829120777528,1.070433368243184,6
1,0.300000,3,8,(Intercept),1.02161662966987,0.8279131129749723,7
1,0.300000,3,8,sigma,0.807017609578424,0.7930022169590345,7
1,0.300000,3,8,Sigma[county:(Intercept),(Intercept)],0.690829120777528,1.070433368243184,7
1,0.300000,3,9,(Intercept),1.35587341964313,1.3913716747705902,8
1,0.300000,3,9,sigma,0.321572368840517,0.30583745949955055,8
1,0.300000,3,9,Sigma[county:(Intercept),(Intercept)],0.730218864328332,0.7074286449301866,8
1,0.300000,3,10,(Intercept),1.50939765187961,1.5872992644520663,9
1,0.300000,3,10,sigma,0.452892067309335,0.43794654648115333,9
1,0.300000,3,10,Sigma[county:(Intercept),(Intercept)],0.684971260432658,0.6834428091393561,9
1,0.300000,3,11,(Intercept),1.50939765187961,1.5872992644520663,10
1,0.300000,3,11,sigma,0.452892067309335,0.43794654648115333,10
1,0.300000,3,11,Sigma[county:(Intercept),(Intercept)],0.684971260432658,0.6834428091393561,10
1,0.300000,3,12,(Intercept),1.50939765187961,1.5872992644520663,11
1,0.300000,3,12,sigma,0.452892067309335,0.43794654648115333,11
1,0.300000,3,12,Sigma[county:(Intercept),(Intercept)],0.684971260432658,0.6834428091393561,11
1,0.300000,3,13,(Intercept),1.25526134418089,1.2584871597891776,12
1,0.300000,3,13,sigma,0.501772397282209,0.44577837132258213,12
1,0.300000,3,13,Sigma[county:(Intercept),(Intercept)],0.694309456124535,0.7421454350536542,12
1,0.300000,3,14,(Intercept),1.25526134418089,1.2584871597891776,13
1,0.300000,3,14,sigma,0.501772397282209,0.44577837132258213,13
1,0.300000,3,14,Sigma[county:(Intercept),(Intercept)],0.694309456124535,0.7421454350536542,13
1,0.300000,3,15,(Intercept),1.5524647507549,1.43688135093488,14
1,0.300000,3,15,sigma,1.32583592561597,1.2696404328873692,14
1,0.300000,3,15,Sigma[county:(Intercept),(Intercept)],0.727772674804632,-0.9461945990503349,14
1,0.300000,3,16,(Intercept),1.1841651661716,1.1529670449906109,15
1,0.300000,3,16,sigma,0.578667874722066,0.5717278837136968,15
1,0.300000,3,16,Sigma[county:(Intercept),(Intercept)],0.761678540463927,0.8089087804783932,15
1,0.300000,3,17,(Intercept),1.23671973932589,1.2395523327437177,16
1,0.300000,3,17,sigma,0.250115342424312,0.23627373894416728,16
1,0.300000,3,17,Sigma[county:(Intercept),(Intercept)],0.686479966020597,0.6491181105118476,16
1,0.300000,3,18,(Intercept),1.31925689325921,1.342161661028539,17
1,0.300000,3,18,sigma,0.485758860048109,0.4496123385672045,17
1,0.300000,3,18,Sigma[county:(Intercept),(Intercept)],0.69445906155224,0.7147012845396996,17
1,0.300000,3,19,(Intercept),1.31925689325921,1.342161661028539,18
1,0.300000,3,19,sigma,0.485758860048109,0.4496123385672045,18
1,0.300000,3,19,Sigma[county:(Intercept),(Intercept)],0.69445906155224,0.7147012845396996,18
1,0.300000,3,20,(Intercept),1.31975072270634,1.3422835360806586,19
1,0.300000,3,20,sigma,0.496804938827566,0.4551715179745462,19
1,0.300000,3,20,Sigma[county:(Intercept),(Intercept)],0.711920319300069,0.7454510088454807,19
1,0.300000,3,21,(Intercept),1.31975072270634,1.3422835360806586,20
1,0.300000,3,21,sigma,0.496804938827566,0.4551715179745462,20
1,0.300000,3,21,Sigma[county:(Intercept),(Intercept)],0.711920319300069,0.7454510088454807,20
1,0.300000,3,22,(Intercept),1.18041992203396,1.167651152323431,21
1,0.300000,3,22,sigma,0.2358140468939,0.22398151769364882,21
1,0.300000,3,22,Sigma[county:(Intercept),(Intercept)],0.705157436027468,0.6740121609029731,21
1,0.300000,3,23,(Intercept),1.2551128536232,1.2650204839757453,22
1,0.300000,3,23,sigma,0.233838671583268,0.22346222016898265,22
1,0.300000,3,23,Sigma[county:(Intercept),(Intercept)],0.745492251679061,0.7213730863704702,22
