i,yhat,loop,loop_time
125,0.5496529148251299,5,0.0047092437744140625
170,1.049221524006964,5,0.0047092437744140625
235,0.9221799662648037,5,0.0047092437744140625
270,1.225576126292734,5,0.0047092437744140625
315,0.9553519596862448,5,0.0047092437744140625
400,0.7315681731578275,5,0.0047092437744140625
415,1.1884459321707646,5,0.0047092437744140625
460,3.8759480161895525,5,0.0047092437744140625
505,0.2364099266649086,5,0.0047092437744140625
595,1.1489446883524814,5,0.0047092437744140625
610,0.20440188863823489,5,0.0047092437744140625
695,10.358478681485964,5,0.0047092437744140625
715,0.4935439720403696,5,0.0047092437744140625
770,2.2433599532791675,5,0.0047092437744140625
815,3.2973060573713027,5,0.0047092437744140625
890,0.2547024300600297,5,0.0047092437744140625
985,1.1512203097094929,5,0.0047092437744140625
1000,1.4548364790472958,5,0.0047092437744140625
1010,1.1957600198668048,5,0.0047092437744140625
1095,0.973518094527615,5,0.0047092437744140625
1110,0.7016370614425995,5,0.0047092437744140625
1120,0.14653490665285152,5,0.0047092437744140625
1125,2.7194261897316414,5,0.0047092437744140625
1225,0.6342215535096128,5,0.0047092437744140625
1235,1.8868548990157423,5,0.0047092437744140625
1250,1.4312178212549178,5,0.0047092437744140625
1265,1.6568554286714825,5,0.0047092437744140625
1315,1.1916253583217982,5,0.0047092437744140625
1395,1.3893357697375204,5,0.0047092437744140625
1440,0.7609839261295365,5,0.0047092437744140625
1470,0.5087421434955628,5,0.0047092437744140625
1525,1.4468465788396312,5,0.0047092437744140625
1570,1.288522945746097,5,0.0047092437744140625
1615,2.085278599553819,5,0.0047092437744140625
1685,2.6069780434340877,5,0.0047092437744140625
1730,0.2292200304583783,5,0.0047092437744140625
1790,0.5082652244875364,5,0.0047092437744140625
1825,0.9441140630937207,5,0.0047092437744140625
1910,0.887896929066286,5,0.0047092437744140625
1925,1.0630125460560318,5,0.0047092437744140625
1985,0.27019010180312164,5,0.0047092437744140625
2030,0.1132942670511486,5,0.0047092437744140625
2060,0.39232996370305934,5,0.0047092437744140625
2130,2.0288710136229167,5,0.0047092437744140625
6,0.9213978675410006,6,0.006421089172363281
91,0.8943110515995123,6,0.006421089172363281
116,2.1515203818504745,6,0.006421089172363281
141,1.424624843919048,6,0.006421089172363281
216,2.573095843269032,6,0.006421089172363281
281,1.2935240013087914,6,0.006421089172363281
301,0.7269167834920688,6,0.006421089172363281
356,4.028309752012183,6,0.006421089172363281
446,0.9819838085849975,6,0.006421089172363281
481,3.0878753453856183,6,0.006421089172363281
511,3.9935572716506127,6,0.006421089172363281
541,1.4750129740961373,6,0.006421089172363281
621,0.30392036890074353,6,0.006421089172363281
686,0.35776092275569893,6,0.006421089172363281
721,2.5529686512829532,6,0.006421089172363281
756,3.2616195571396394,6,0.006421089172363281
826,0.5316848299017223,6,0.006421089172363281
881,2.9465587920858134,6,0.006421089172363281
1286,1.3144557256545075,6,0.006421089172363281
1331,2.9560967847776145,6,0.006421089172363281
1371,0.960020090655598,6,0.006421089172363281
1416,0.7992575816323484,6,0.006421089172363281
1461,1.1018794680118806,6,0.006421089172363281
1496,4.115787975250792,6,0.006421089172363281
1601,2.104639912934985,6,0.006421089172363281
1626,3.891451580886548,6,0.006421089172363281
1691,5.200883252532622,6,0.006421089172363281
1731,0.8517511658094647,6,0.006421089172363281
1761,4.079437095991675,6,0.006421089172363281
1816,0.7741137314533352,6,0.006421089172363281
1861,0.9259385977387904,6,0.006421089172363281
1926,1.6818018553829754,6,0.006421089172363281
1951,3.0331413186856655,6,0.006421089172363281
1996,2.854446467087765,6,0.006421089172363281
2096,1.1793845032517338,6,0.006421089172363281
2131,1.0330006090912691,6,0.006421089172363281
7,0.9115966878069186,7,0.005609989166259766
92,0.5963396502980646,7,0.005609989166259766
117,1.3667296687605128,7,0.005609989166259766
142,1.3790966487426268,7,0.005609989166259766
217,0.49684171064517013,7,0.005609989166259766
282,1.8460318624616854,7,0.005609989166259766
8,0.937279933557499,8,0.005368947982788086
93,4.658723011440493,8,0.005368947982788086
118,5.442361901943902,8,0.005368947982788086
143,5.0396977319964,8,0.005368947982788086
218,1.9652239920841572,8,0.005368947982788086
283,1.544321685566646,8,0.005368947982788086
303,5.057487381814445,8,0.005368947982788086
358,4.175481106959617,8,0.005368947982788086
448,2.480623183351261,8,0.005368947982788086
483,6.680871682230836,8,0.005368947982788086
513,7.4916063673459865,8,0.005368947982788086
543,3.157241617943078,8,0.005368947982788086
623,4.665160359247214,8,0.005368947982788086
688,1.650729067192442,8,0.005368947982788086
723,1.0705976425108956,8,0.005368947982788086
758,4.604873213914492,8,0.005368947982788086
828,2.8931829286661674,8,0.005368947982788086
883,1.5297195418363057,8,0.005368947982788086
1288,3.7968231032418793,8,0.005368947982788086
1333,4.755106870696798,8,0.005368947982788086
1373,4.3354248014900785,8,0.005368947982788086
1418,0.8246504848448848,8,0.005368947982788086
1463,2.577283166222978,8,0.005368947982788086
1498,2.197631330276666,8,0.005368947982788086
1603,1.9285534171874363,8,0.005368947982788086
1628,5.433574677836328,8,0.005368947982788086
1693,6.035699995839955,8,0.005368947982788086
1733,6.819989010176343,8,0.005368947982788086
1763,10.65980977760264,8,0.005368947982788086
1818,6.179641309598362,8,0.005368947982788086
1863,2.050564614094548,8,0.005368947982788086
1928,2.9393797376456976,8,0.005368947982788086
1953,8.673683435120358,8,0.005368947982788086
1998,7.275345910403508,8,0.005368947982788086
2098,11.552127634477488,8,0.005368947982788086
2133,2.3348709764594284,8,0.005368947982788086
9,0.8794858246334841,9,0.006125926971435547
94,3.2312104072148014,9,0.006125926971435547
119,3.4750538406349745,9,0.006125926971435547
144,4.742229140863451,9,0.006125926971435547
219,1.978512141792232,9,0.006125926971435547
284,1.7131240455629906,9,0.006125926971435547
304,1.912069521333522,9,0.006125926971435547
359,3.4776295007929994,9,0.006125926971435547
449,2.0638321315457424,9,0.006125926971435547
484,8.295191523492285,9,0.006125926971435547
689,2.3318669325141776,9,0.006125926971435547
724,2.6317651690846304,9,0.006125926971435547
759,3.1068892400354198,9,0.006125926971435547
829,2.138098272142335,9,0.006125926971435547
884,4.116910843741731,9,0.006125926971435547
1284,0.9603726931297145,9,0.006125926971435547
1329,5.782387759054609,9,0.006125926971435547
1369,14.64912232013655,9,0.006125926971435547
1384,2.570270436275789,9,0.006125926971435547
1484,6.997031235965934,9,0.006125926971435547
1519,4.9849102830684675,9,0.006125926971435547
1574,3.920188105042072,9,0.006125926971435547
1634,4.520756419437257,9,0.006125926971435547
1689,1.3093851451088936,9,0.006125926971435547
1714,6.865599018122064,9,0.006125926971435547
1754,4.947401701414899,9,0.006125926971435547
1799,1.4461009609767903,9,0.006125926971435547
1884,3.016078284681589,9,0.006125926971435547
1939,7.6179454468735,9,0.006125926971435547
1969,8.164680347385485,9,0.006125926971435547
2024,9.69555589210979,9,0.006125926971435547
2064,4.606039878924637,9,0.006125926971435547
2139,2.1083841053076777,9,0.006125926971435547
10,0.0885097738757118,10,0.0053708553314208984
95,0.2562789862723008,10,0.0053708553314208984
120,0.3616364970717895,10,0.0053708553314208984
145,0.4137117864294752,10,0.0053708553314208984
220,0.11498366349673413,10,0.0053708553314208984
285,0.3332315946723183,10,0.0053708553314208984
305,0.11241367890671024,10,0.0053708553314208984
360,0.9052541366663371,10,0.0053708553314208984
450,0.15933629873594707,10,0.0053708553314208984
485,0.5697820487949949,10,0.0053708553314208984
515,0.49208297850245486,10,0.0053708553314208984
545,0.9031958171832146,10,0.0053708553314208984
625,0.23551290089536805,10,0.0053708553314208984
690,0.17421744807708306,10,0.0053708553314208984
725,0.05533032778555927,10,0.0053708553314208984
760,0.4203212866008296,10,0.0053708553314208984
830,0.1411276379897376,10,0.0053708553314208984
885,0.5045882956867738,10,0.0053708553314208984
1290,1.6391004734575028,10,0.0053708553314208984
1335,0.27155492905949813,10,0.0053708553314208984
1375,2.240634126141831,10,0.0053708553314208984
1420,0.2207005634929011,10,0.0053708553314208984
1465,0.19298614582869908,10,0.0053708553314208984
1500,0.6359258526975181,10,0.0053708553314208984
1605,0.2543851517126552,10,0.0053708553314208984
1630,0.6364034145391384,10,0.0053708553314208984
1695,0.25999925581078315,10,0.0053708553314208984
1735,0.5240761533337124,10,0.0053708553314208984
1765,0.9918946474727623,10,0.0053708553314208984
1820,0.6368424482602926,10,0.0053708553314208984
1865,0.08204067633235664,10,0.0053708553314208984
1930,2.803703333028461,10,0.0053708553314208984
1955,0.48709901313917636,10,0.0053708553314208984
2000,0.34226851030602257,10,0.0053708553314208984
2100,0.9425395693189053,10,0.0053708553314208984
2135,0.29860186205715356,10,0.0053708553314208984
11,0.5666076924766288,11,0.005361080169677734
76,1.5097144027761253,11,0.005361080169677734
101,5.732978265306472,11,0.005361080169677734
196,1.0171562106444976,11,0.005361080169677734
206,1.1562209303757878,11,0.005361080169677734
291,3.69612146414011,11,0.005361080169677734
321,1.5316258788376516,11,0.005361080169677734
351,0.7918009934276932,11,0.005361080169677734
416,2.0737353348151157,11,0.005361080169677734
476,3.3620080109269805,11,0.005361080169677734
561,3.984298225478847,11,0.005361080169677734
586,3.3111059663712665,11,0.005361080169677734
626,1.2186947913874862,11,0.005361080169677734
671,1.1880686755622578,11,0.005361080169677734
736,1.8515757473765306,11,0.005361080169677734
761,10.41502629462931,11,0.005361080169677734
831,1.1965972440876034,11,0.005361080169677734
896,2.795922433030106,11,0.005361080169677734
1276,1.1573213303591652,11,0.005361080169677734
1346,3.7978231379119167,11,0.005361080169677734
1351,3.8008357499321423,11,0.005361080169677734
1406,2.0792063897519366,11,0.005361080169677734
1456,5.917370904001441,11,0.005361080169677734
1471,2.545348006363429,11,0.005361080169677734
1561,0.4586600558555666,11,0.005361080169677734
1636,2.0051115049854196,11,0.005361080169677734
1771,1.5099493063839793,11,0.005361080169677734
1831,3.393303704199889,11,0.005361080169677734
1876,1.9962539524509926,11,0.005361080169677734
1931,3.956942863206498,11,0.005361080169677734
1991,6.390678183682327,11,0.005361080169677734
2016,1.7150458194682046,11,0.005361080169677734
2101,4.32314821915961,11,0.005361080169677734
2121,1.2186470429439369,11,0.005361080169677734
2151,1.818380742833459,11,0.005361080169677734
12,2.087789718205555,12,0.005391120910644531
77,1.375269905339864,12,0.005391120910644531
102,1.2356490030828913,12,0.005391120910644531
197,4.127479063975853,12,0.005391120910644531
207,2.187910999895233,12,0.005391120910644531
292,1.6373104486767225,12,0.005391120910644531
322,1.9496144003898708,12,0.005391120910644531
352,1.0180948687891285,12,0.005391120910644531
417,2.5801980514663336,12,0.005391120910644531
477,0.730348342260349,12,0.005391120910644531
562,1.453499829874738,12,0.005391120910644531
587,0.9095800631093796,12,0.005391120910644531
627,1.739124034571738,12,0.005391120910644531
672,1.061655652450185,12,0.005391120910644531
737,4.151640645025624,12,0.005391120910644531
762,3.3638200923218995,12,0.005391120910644531
832,2.976042601853569,12,0.005391120910644531
897,3.0105703037415137,12,0.005391120910644531
1277,0.3976751906240302,12,0.005391120910644531
1347,1.8995718169110323,12,0.005391120910644531
1352,2.184139256112096,12,0.005391120910644531
1407,1.8143443923946347,12,0.005391120910644531
1457,1.0111958985351852,12,0.005391120910644531
1472,2.6654379566060977,12,0.005391120910644531
1562,0.5263334654661452,12,0.005391120910644531
1637,1.6901487425484014,12,0.005391120910644531
1697,0.8063913906967006,12,0.005391120910644531
1742,2.8663069292517367,12,0.005391120910644531
1772,1.8018357918024939,12,0.005391120910644531
1832,3.7636303809234377,12,0.005391120910644531
1877,1.8221545635446785,12,0.005391120910644531
1932,4.933984238666242,12,0.005391120910644531
1992,1.5808121947401172,12,0.005391120910644531
2017,4.025436392758504,12,0.005391120910644531
13,1.8410904493636624,13,0.004453897476196289
78,1.9868872612362234,13,0.004453897476196289
103,1.8973996696856543,13,0.004453897476196289
198,0.3718995876969734,13,0.004453897476196289
208,5.989538915913213,13,0.004453897476196289
293,1.175559573724002,13,0.004453897476196289
323,1.9487046971558788,13,0.004453897476196289
353,0.8186924871712022,13,0.004453897476196289
14,2.6285179672315917,14,0.004918098449707031
79,1.3691403035137892,14,0.004918098449707031
104,1.8504613125716842,14,0.004918098449707031
199,5.505906178307595,14,0.004918098449707031
209,13.140893121074505,14,0.004918098449707031
294,3.732383328802405,14,0.004918098449707031
324,3.8764104079782684,14,0.004918098449707031
354,0.61744945552495,14,0.004918098449707031
419,0.7529628994133996,14,0.004918098449707031
479,2.599356195408469,14,0.004918098449707031
564,3.203141779180149,14,0.004918098449707031
589,5.1736335677296434,14,0.004918098449707031
739,3.6678196984433136,14,0.004918098449707031
764,3.126969680877614,14,0.004918098449707031
834,1.660849193242662,14,0.004918098449707031
899,4.010336121380225,14,0.004918098449707031
1279,1.1720426474519043,14,0.004918098449707031
1349,7.32799854635378,14,0.004918098449707031
1354,5.56870151535707,14,0.004918098449707031
1409,6.12854165982091,14,0.004918098449707031
1459,6.172159364047177,14,0.004918098449707031
1474,11.475077043069005,14,0.004918098449707031
1564,1.1008958794353467,14,0.004918098449707031
1639,3.893601096664385,14,0.004918098449707031
1699,5.43124557926963,14,0.004918098449707031
1744,8.310063513248824,14,0.004918098449707031
1774,2.973152964175684,14,0.004918098449707031
1834,2.7616306474764456,14,0.004918098449707031
1879,3.4233623895339043,14,0.004918098449707031
1934,1.7049104806105235,14,0.004918098449707031
1994,6.74012142391878,14,0.004918098449707031
2019,1.5436290613147658,14,0.004918098449707031
2104,3.113821494100489,14,0.004918098449707031
2124,1.1591613502118552,14,0.004918098449707031
2154,2.984391150276839,14,0.004918098449707031
15,0.04201188594803393,15,0.006124019622802734
80,0.1664343916984566,15,0.006124019622802734
105,0.021848634406190198,15,0.006124019622802734
200,0.1196877113668985,15,0.006124019622802734
210,1.0827566179745771,15,0.006124019622802734
295,0.1169282986827852,15,0.006124019622802734
325,0.5976120982901714,15,0.006124019622802734
355,0.06722090693317918,15,0.006124019622802734
420,0.14296694867433699,15,0.006124019622802734
480,0.34464426578375784,15,0.006124019622802734
565,0.2595891603152172,15,0.006124019622802734
590,0.18036891952834014,15,0.006124019622802734
630,0.24245165243637873,15,0.006124019622802734
675,0.09391083814593063,15,0.006124019622802734
740,0.23821178744831148,15,0.006124019622802734
765,0.19829893512781444,15,0.006124019622802734
835,0.057036015181719156,15,0.006124019622802734
900,0.22034856153281893,15,0.006124019622802734
1280,0.06545931524346843,15,0.006124019622802734
1350,0.47509793771648856,15,0.006124019622802734
1355,1.2002731245422034,15,0.006124019622802734
1410,0.10708269105336389,15,0.006124019622802734
1460,0.13074313427118953,15,0.006124019622802734
1475,0.5203480908474346,15,0.006124019622802734
1565,0.4159856369103516,15,0.006124019622802734
1640,0.17678097280775132,15,0.006124019622802734
1700,0.08280204253388074,15,0.006124019622802734
1745,0.6589099531228828,15,0.006124019622802734
1775,0.25800214780003733,15,0.006124019622802734
1835,0.13935142506584527,15,0.006124019622802734
1880,0.10486564613029063,15,0.006124019622802734
1935,0.2002176822844203,15,0.006124019622802734
1995,0.058486298587718276,15,0.006124019622802734
2020,0.13688466174254435,15,0.006124019622802734
2105,0.08809951859311668,15,0.006124019622802734
2125,0.06748303782833055,15,0.006124019622802734
2155,0.12541620238943776,15,0.006124019622802734
16,0.6481480048507131,16,0.004962921142578125
41,2.397970301078273,16,0.004962921142578125
111,3.2880368815508043,16,0.004962921142578125
186,1.1484139025668583,16,0.004962921142578125
226,2.17560368534822,16,0.004962921142578125
261,0.8895385486053364,16,0.004962921142578125
336,1.047826345062701,16,0.004962921142578125
341,1.9494581546199108,16,0.004962921142578125
421,6.882061311414371,16,0.004962921142578125
486,0.4395320454771685,16,0.004962921142578125
551,1.1536624126138764,16,0.004962921142578125
596,0.7652609929295004,16,0.004962921142578125
611,2.4363994703457537,16,0.004962921142578125
666,0.6515379081921993,16,0.004962921142578125
731,4.50956024760447,16,0.004962921142578125
796,1.4598204825560623,16,0.004962921142578125
846,1.0855939897810076,16,0.004962921142578125
861,1.1963573754642862,16,0.004962921142578125
901,1.9397178285263936,16,0.004962921142578125
926,0.9473928010516052,16,0.004962921142578125
1766,0.4493156904154649,16,0.004962921142578125
1781,4.2785361967114435,16,0.004962921142578125
1851,3.2078364566927697,16,0.004962921142578125
1916,1.4294460342422408,16,0.004962921142578125
1961,1.7905622375315708,16,0.004962921142578125
2031,2.214765972950784,16,0.004962921142578125
2081,2.6192339033691567,16,0.004962921142578125
2111,1.8351670141886303,16,0.004962921142578125
17,0.9527308148861257,17,0.005208015441894531
42,0.5994851550256906,17,0.005208015441894531
112,0.6939730280628764,17,0.005208015441894531
187,0.6102084080887599,17,0.005208015441894531
227,0.42372606370676247,17,0.005208015441894531
262,0.29162336003674766,17,0.005208015441894531
337,5.592219191280312,17,0.005208015441894531
342,0.45401796117196513,17,0.005208015441894531
422,2.365515233858731,17,0.005208015441894531
487,0.27683203767984815,17,0.005208015441894531
552,0.20421877834675017,17,0.005208015441894531
597,0.42608609686121934,17,0.005208015441894531
18,3.532257555860318,18,0.005738973617553711
43,5.3025938434229065,18,0.005738973617553711
113,4.3335172126214525,18,0.005738973617553711
188,1.0114094744883169,18,0.005738973617553711
228,1.4882560543906416,18,0.005738973617553711
263,2.1396627017719942,18,0.005738973617553711
338,1.0858376909402476,18,0.005738973617553711
343,2.805564453240624,18,0.005738973617553711
423,6.23437769484625,18,0.005738973617553711
488,2.215341801216195,18,0.005738973617553711
553,2.28598625170508,18,0.005738973617553711
598,1.2354934973534237,18,0.005738973617553711
613,2.138881923016071,18,0.005738973617553711
668,1.5124106160975967,18,0.005738973617553711
733,7.325073536340112,18,0.005738973617553711
798,0.7699170473755896,18,0.005738973617553711
848,3.6456257474534333,18,0.005738973617553711
863,3.617360024705506,18,0.005738973617553711
903,6.116462507351612,18,0.005738973617553711
928,2.608605915752812,18,0.005738973617553711
1308,3.078492807469338,18,0.005738973617553711
1323,1.3245277929283548,18,0.005738973617553711
1403,1.601513667019324,18,0.005738973617553711
1428,1.38328199414315,18,0.005738973617553711
1493,0.4835551257363214,18,0.005738973617553711
1548,4.207312879089332,18,0.005738973617553711
19,2.336861640597046,19,0.0058441162109375
44,5.029299935465892,19,0.0058441162109375
114,4.339056772564144,19,0.0058441162109375
189,1.8629760693605473,19,0.0058441162109375
229,1.6310984957332373,19,0.0058441162109375
264,0.7461440146388292,19,0.0058441162109375
339,5.544882368366761,19,0.0058441162109375
344,0.67822797879518,19,0.0058441162109375
424,2.7715220275057226,19,0.0058441162109375
489,1.8860580366442472,19,0.0058441162109375
554,4.9219489502623945,19,0.0058441162109375
599,2.281261578379149,19,0.0058441162109375
614,2.1678157700550096,19,0.0058441162109375
669,1.3203853046453924,19,0.0058441162109375
734,5.806397627360259,19,0.0058441162109375
799,1.0621677099075224,19,0.0058441162109375
849,5.970815608788936,19,0.0058441162109375
864,2.0628772526067447,19,0.0058441162109375
904,2.7569656861449294,19,0.0058441162109375
929,1.778892226905064,19,0.0058441162109375
1309,2.3473545087214225,19,0.0058441162109375
1324,1.5182455567987168,19,0.0058441162109375
1404,3.235788196442991,19,0.0058441162109375
1429,1.464214748955308,19,0.0058441162109375
1494,5.251847403522979,19,0.0058441162109375
1549,0.9542845008811066,19,0.0058441162109375
1584,2.5609350992749667,19,0.0058441162109375
1619,4.33527864755257,19,0.0058441162109375
1659,2.541333467389298,19,0.0058441162109375
1704,4.8125150146348235,19,0.0058441162109375
1779,1.5756475443023967,19,0.0058441162109375
1849,0.6980480416989511,19,0.0058441162109375
1889,0.3772188597045453,19,0.0058441162109375
1914,2.498522304461098,19,0.0058441162109375
1959,1.2776993906138094,19,0.0058441162109375
2004,5.705349907493024,19,0.0058441162109375
